,Code,Name,2_to_1_Ratio
0,35,ANDAMAN & NICOBAR ISLANDS,1.4998619636883304
1,30,GOA,1.1579756493066942
2,12,ARUNACHAL PRADESH,0.9389531963791379
3,8,RAJASTHAN,0.10587651944320295
4,9,UTTAR PRADESH,0.1146608476882269
5,22,CHHATTISGARH,0.13364276616890727
