,Code,Name,3_to_2_Ratio
0,30,GOA,1.9258072813150326
1,3,PUNJAB,1.5042161745955236
2,4,CHANDIGARH,1.2482660763507933
3,10,BIHAR,0.1115822158623265
4,5,UTTARAKHAND,0.11963687645467899
5,9,UTTAR PRADESH,0.12744829503431718
